subject,academic_year,standard_number,standard_version,weight_excellence,effective_credits
Earth and Space Science,2024,91412,1,0.991155382202272,4
Earth and Space Science,2024,91414,2,0.945196433509187,4
Earth and Space Science,2024,91410,2,0.898028746092206,4
Earth and Space Science,2024,91412,2,0.872966587114014,4
Earth and Space Science,2024,91411,2,0.871283304416464,4
Music Studies,2024,91423,2,1.0,4
Music Studies,2024,91420,2,1.0,4
Music Studies,2024,91421,3,0.969281139399461,4
Music Studies,2024,91425,2,0.813985071051823,6
Music Studies,2024,91416,1,0.802742020462055,6
Geography,2024,91432,1,0.992544972117581,3
Geography,2024,91429,2,0.987506139806606,4
Geography,2024,91427,2,0.983673405129975,4
Geography,2024,91426,2,0.968161875328812,4
Geography,2024,91430,2,0.880635746592899,5
Geography,2024,91428,2,0.876840884700069,3
Geography,2024,91432,2,0.87193428509468,1
History,2024,91436,2,0.98585523171426,4
History,2024,91435,1,0.985089084147443,5
History,2024,91434,1,0.981838352081373,5
History,2024,91439,2,0.970887454850967,6
History,2024,91438,2,0.968329439300596,4
Design (Practical Art),2024,91450,1,0.985671932407706,4
Design (Practical Art),2024,91445,1,0.979209037299368,4
Design (Practical Art),2024,91455,2,0.936624771491651,14
Design (Practical Art),2024,91440,2,0.877958439562941,2
Painting (Practical Art),2024,91456,2,0.916035583251078,14
Painting (Practical Art),2024,91441,2,0.831539527470915,4
Painting (Practical Art),2024,91451,2,0.82580850535661,4
Painting (Practical Art),2024,91446,2,0.80597854032449,2
Photography (Practical Art),2024,91452,1,0.99274349497638,4
Photography (Practical Art),2024,91457,2,0.932489681501594,14
Photography (Practical Art),2024,91442,2,0.890111371195252,4
Photography (Practical Art),2024,91452,2,0.876167197532538,2
Printmaking (Practical Art),2024,91453,2,0.861206733542754,4
Printmaking (Practical Art),2024,91448,2,0.856302285486499,4
Printmaking (Practical Art),2024,91443,2,0.840712312077024,4
Printmaking (Practical Art),2024,91458,2,0.793475174779644,12
Sculpture (Practical Art),2024,91858,1,1.0,4
Sculpture (Practical Art),2024,91449,1,0.99384939175573,4
Sculpture (Practical Art),2024,91856,1,0.992693051984756,4
Sculpture (Practical Art),2024,91454,1,0.990233289128158,4
Sculpture (Practical Art),2024,91855,1,0.931499644823763,4
Sculpture (Practical Art),2024,91459,2,0.910616702443035,4
Health Education,2024,91462,2,1.0,5
Health Education,2024,91464,1,0.988431736177206,4
Health Education,2024,91465,2,0.97370508749098,5
Health Education,2024,91461,1,0.973131710970397,5
Health Education,2024,91816,1,0.970611373646362,4
Health Education,2024,91463,1,0.964115206651423,1
Home Economics,2024,91470,2,0.987910364559799,4
Home Economics,2024,91471,2,0.936812440183158,4
Home Economics,2024,91467,2,0.889139351098808,5
Home Economics,2024,91466,2,0.882319960530619,5
Home Economics,2024,91469,2,0.869962255646889,5
Home Economics,2024,91468,2,0.866115896913582,1
English,2024,91474,1,0.983540739842826,4
English,2024,91473,1,0.973596413648566,4
English,2024,91472,1,0.969442910269399,4
English,2024,91477,1,0.889664573790959,3
English,2024,91475,1,0.883013841439461,6
English,2024,91476,1,0.879357592864824,3
History of Art,2024,91482,2,0.966072757937015,4
History of Art,2024,91484,2,0.954797586863713,4
History of Art,2024,91483,2,0.938552124973467,4
History of Art,2024,91485,2,0.821321674665652,4
History of Art,2024,91489,1,0.817496742987832,4
History of Art,2024,91486,1,0.797081500555398,4
Media Studies,2024,91490,3,0.993976370316876,4
Media Studies,2024,91493,3,0.962516725517513,4
Media Studies,2024,91497,2,0.896892214552915,3
Media Studies,2024,91492,2,0.893382544459489,3
Media Studies,2024,91495,2,0.861708821670124,6
Media Studies,2024,91491,2,0.858182870207447,3
Media Studies,2024,91494,2,0.843533937884454,1
Physical Education,2024,91789,1,0.989881114444,4
Physical Education,2024,91501,1,0.983198128182643,4
Physical Education,2024,91498,1,0.927249027439278,4
Physical Education,2024,91812,1,0.897141779322764,5
Physical Education,2024,91789,2,0.885638532455453,4
Physical Education,2024,91505,2,0.881242391891768,3
Latin,2024,91510,1,0.75,3
Latin,2024,91507,1,0.667832254626923,5
Latin,2024,91508,1,0.620816302397177,6
Latin,2024,91506,1,0.574264135757464,6
Latin,2024,91509,1,0.5,4
Drama,2024,91515,1,0.979832773680365,4
Drama,2024,91514,4,0.974986043211209,4
Drama,2024,91518,3,0.941586649261906,4
Drama,2024,91519,2,0.877440922131721,5
Drama,2024,91513,2,0.834073700254852,5
Drama,2024,91516,2,0.815416216147131,2
Physics,2024,91521,1,1.0,4
Physics,2024,91525,1,0.988667073126358,3
Physics,2024,91523,2,0.979741229622109,4
Physics,2024,91524,2,0.975292831965469,6
Physics,2024,91526,2,0.952918230777404,6
Physics,2024,91527,1,0.925768881584413,1
Agriculture & Horticulture,2024,91532,2,0.963451634911792,5
Agriculture & Horticulture,2024,91530,3,0.947534446680988,5
Agriculture & Horticulture,2024,91531,2,0.946164923216264,4
Agriculture & Horticulture,2024,91529,2,0.875175999223621,6
Agriculture & Horticulture,2024,91528,2,0.867157365824703,4
Chinese,2024,91533,2,0.872512049846951,5
Chinese,2024,91536,1,0.854746455954866,5
Chinese,2024,91534,1,0.568189168267081,3
Chinese,2024,91537,1,0.55334594795284,5
Chinese,2024,91535,1,0.538188006598514,6
Cook Islands Maori,2024,91538,2,1.0,5
Cook Islands Maori,2024,91541,1,0.923394123343838,5
Cook Islands Maori,2024,91540,1,0.860137519438299,6
Cook Islands Maori,2024,91542,1,0.837381844571474,5
Cook Islands Maori,2024,91539,1,0.771208901462361,3
French,2024,91543,2,0.947739658009725,5
French,2024,91546,1,0.923758957568002,5
French,2024,91544,1,0.686624509619795,3
French,2024,91545,1,0.685935239919584,6
French,2024,91547,1,0.649531370649515,5
German,2024,91548,2,0.928470865378911,5
German,2024,91551,1,0.904270292709629,5
German,2024,91549,1,0.62746472023978,3
German,2024,91552,1,0.606957969518935,5
German,2024,91550,1,0.57705428181569,6
Japanese,2024,91553,2,0.916296105479586,5
Japanese,2024,91556,1,0.88634328218257,5
Japanese,2024,91555,1,0.737712810248203,6
Japanese,2024,91557,1,0.70602418083731,5
Japanese,2024,91554,1,0.705508419597987,3
Korean,2024,91558,2,0.736606077772789,5
Korean,2024,91561,1,0.733638375151547,5
Korean,2024,91559,1,0.700236952205408,3
Korean,2024,91562,1,0.557333482698828,5
Korean,2024,91560,1,0.55036236062729,6
Samoan,2024,91563,2,0.933661509204867,5
Samoan,2024,91566,1,0.930643635478868,5
Samoan,2024,91564,1,0.811924842237582,3
Samoan,2024,91565,1,0.787065026679996,6
Samoan,2024,91567,1,0.772357372658389,5
Spanish,2024,91571,1,0.962296027652524,5
Spanish,2024,91568,2,0.927567284962224,5
Spanish,2024,91570,1,0.720605908820819,6
Spanish,2024,91569,1,0.681366407892314,3
Spanish,2024,91572,1,0.67288778026054,5
Calculus,2024,91576,1,1.0,2
Calculus,2024,91578,2,0.976642049465597,6
Calculus,2024,91579,2,0.958000681511535,6
Calculus,2024,91576,2,0.930870224518299,2
Calculus,2024,91577,2,0.921679714893294,5
Calculus,2024,91587,1,0.87198714029547,3
Statistics,2024,91586,2,1.0,4
Statistics,2024,91581,1,0.999349030707429,4
Statistics,2024,91580,1,0.999033591383261,4
Statistics,2024,91583,1,0.997647104370644,4
Statistics,2024,91585,2,0.994974943865068,4
Statistics,2024,91584,2,0.976904271216204,4
Dance,2024,91595,2,0.995501740116129,4
Dance,2024,91594,2,0.992094920984003,4
Dance,2024,91591,1,0.789423994062872,4
Dance,2024,91589,2,0.768016384006698,4
Dance,2024,91593,2,0.756948049158375,4
Dance,2024,91590,2,0.745153332432467,4
Social Studies,2024,91600,1,0.985532354425144,4
Social Studies,2024,91599,1,0.98105452259215,6
Social Studies,2024,91598,2,0.93049198125792,4
Social Studies,2024,91596,2,0.875904536518301,4
Social Studies,2024,91600,2,0.836028339309414,4
Social Studies,2024,91599,2,0.817036361411673,2
Biology,2024,91603,3,1.0,5
Biology,2024,91605,2,0.998716378185025,4
Biology,2024,91601,1,0.99383576274064,4
Biology,2024,91606,2,0.967057779021122,4
Biology,2024,91607,1,0.900357732103133,3
Biology,2024,91602,1,0.886558098193657,3
Biology,2024,91607,2,0.859461619649805,1
Technology/Hangarau,2024,91617,3,0.985176679217064,4
Technology/Hangarau,2024,91611,2,0.98234272243734,6
Technology/Hangarau,2024,91608,1,0.977104552319896,4
Technology/Hangarau,2024,91608,2,0.977104552319896,4
Technology/Hangarau,2024,91612,3,0.95939846414957,4
Technology/Hangarau,2024,91614,3,0.954505160899667,2
Construction and Mechanical Technologies,2024,91624,3,0.918072356392591,3
Construction and Mechanical Technologies,2024,91620,3,0.91207837380161,6
Construction and Mechanical Technologies,2024,91625,3,0.866015701523343,3
Construction and Mechanical Technologies,2024,91620,4,0.854001496780894,6
Construction and Mechanical Technologies,2024,91623,3,0.811315590817878,4
Construction and Mechanical Technologies,2024,91622,3,0.805263854220483,2
Design and Visual Communication,2024,91627,3,1.0,4
Design and Visual Communication,2024,91630,2,0.994923269726759,6
Design and Visual Communication,2024,91628,2,0.984974602123622,6
Design and Visual Communication,2024,91630,3,0.868283511906375,6
Design and Visual Communication,2024,91631,3,0.851477122538423,2
Processing Technologies,2024,91644,3,0.895014718923961,4
Processing Technologies,2024,91644,1,0.86902461991406,4
Processing Technologies,2024,91643,3,0.836766336596375,6
Processing Technologies,2024,91643,1,0.809408525221285,6
Te Reo Māori,2024,91651,1,0.991109078231553,6
Te Reo Māori,2024,91654,1,0.989069515522297,6
Te Reo Māori,2024,91652,2,0.958520810552058,6
Te Reo Māori,2024,91653,2,0.923038863977415,6
Tongan,2024,91679,1,0.889882766728742,5
Tongan,2024,91682,1,0.878022660702624,5
Tongan,2024,91683,1,0.785490428109025,5
Tongan,2024,91680,1,0.781138061780099,3
Tongan,2024,91681,1,0.776862843256789,6
Te Reo Rangatira,2024,91804,1,0.957479344644404,3
Te Reo Rangatira,2024,91808,2,0.948961780978171,3
Te Reo Rangatira,2024,91806,1,0.919258120155653,4
Te Reo Rangatira,2024,91803,1,0.888303573039376,3
Te Reo Rangatira,2024,91809,1,0.863356765931732,6
Te Reo Rangatira,2024,91807,1,0.847743285099795,5
Hauora,2024,91813,1,1.0,3
Hauora,2024,91814,1,1.0,3
Science/Pūtaiao,2024,91818,1,0.880305395974087,4
Science/Pūtaiao,2024,91820,1,0.831242526210293,4
Science/Pūtaiao,2024,91821,1,0.622790411321584,4
Science/Pūtaiao,2024,91819,1,0.601884701486308,4
New Zealand Sign Language,2024,91822,1,0.95764990829249,5
New Zealand Sign Language,2024,91825,1,0.8720056631184,6
New Zealand Sign Language,2024,91823,1,0.849089338519831,3
New Zealand Sign Language,2024,91824,1,0.841940045697089,6
Tikanga ā-Iwi,2024,91829,1,0.955249925672342,4
Tikanga ā-Iwi,2024,91833,1,0.904773852440785,4
Tikanga ā-Iwi,2024,91831,1,0.830003102164055,4
Tikanga ā-Iwi,2024,91828,1,0.826901339909493,4
Tikanga ā-Iwi,2024,91830,1,0.731465964624582,4
Tikanga ā-Iwi,2024,91832,1,0.716420603945601,4
Ngā Mahi a te Rēhia,2024,91852,1,1.0,4
Ngā Toi Puoro,2024,91860,1,0.749072417190803,4
Ngā Toi Puoro,2024,91861,1,0.749072417190803,4
Ngā Toi Puoro,2024,91863,1,0.746577949984793,4
Ngā Toi Puoro,2024,91864,1,0.746577949984793,4
Ngā Toi Puoro,2024,91862,1,0.717735766322314,4
Psychology,2024,91876,1,0.975691132816192,3
Psychology,2024,91872,1,0.834733044544348,6
Psychology,2024,91874,1,0.833223798166783,6
Psychology,2024,91873,1,0.831127251216912,3
Psychology,2024,91875,1,0.826470289314705,4
Digital Technologies and Hangarau Matihiko,2024,91909,1,0.940931755275256,3
Digital Technologies and Hangarau Matihiko,2024,91908,1,0.922286187995039,3
Digital Technologies and Hangarau Matihiko,2024,91905,1,0.81491296702329,4
Digital Technologies and Hangarau Matihiko,2024,91904,1,0.797092460502475,6
Digital Technologies and Hangarau Matihiko,2024,91900,1,0.794840292604008,6
Digital Technologies and Hangarau Matihiko,2024,91903,1,0.792219852619554,2
Te Ao Haka,2024,91987,2,0.937170625112454,5
Te Ao Haka,2024,91984,1,0.913880319858441,5
Te Ao Haka,2024,91986,2,0.866534334431812,5
Te Ao Haka,2024,91984,2,0.799401902592254,5
Te Ao Haka,2024,91985,2,0.730653109206975,4
